,,Danseur:mainD11,,,Danseur:mainD12,,,Danseur:mainD13,,,Danseur:tete1,,,Danseur:tete2,,,Danseur:tete3,,,Danseur:tete4,,,Danseur:epaules1,,,Danseur:epaules2,,,Danseur:epaules3,,,Danseur:epaules4,,,Danseur:brasD2,,,Danseur:brasD3,,,Danseur:colonne2,,,Danseur:colonne3,,,Danseur:colonne4,,,Danseur:homoplateD1,,,Danseur:piedD1,,,Danseur:piedD2,,,Danseur:piedD3,,,Danseur:piedG1,,,Danseur:piedG2,,,Danseur:piedG3,,,Danseur:mainG1,,,Danseur:mainG2,,,Danseur:mainG3,,,Danseur:avantbrasG1,,,Danseur:brasG2,,,Danseur:bassin1,,,Danseur:bassin4,,,Danseur:sternum1,,,Danseur:molletD1,,,Danseur:molletG1,,,Danseur:cuisseG1,,,Danseur:cuisseG2,,,Danseur:cuisseD1,,,Danseur:cuisseD21,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
20,0,405.426,-25.864,823.066,444.759,-13.718,746.018,436.312,-87.624,810.481,222.209,-180.725,1561.89,78.8275,-186.688,1569.64,101.9,10.9977,1614.38,194.799,-1.10801,1594.32,296.425,-127.676,1370.48,141.424,-48.1625,1327.17,-15.2223,-129.916,1384.01,148.146,-166.195,1397.2,392.134,-144.218,1135.95,409.38,-113.591,1048.3,141.701,-203.371,1135.3,107.474,-182.749,1008.94,189.855,-184.758,1004.71,241.652,-222.178,1285.5,252.39,-1.35205,66.038,283.29,-134.846,114.25,241.035,-187.75,96.4774,-7.61291,-136.702,109.371,40.5863,-177.012,84.353,42.8554,6.82782,70.2848,-24.0791,14.0568,838.966,-76.1021,-33.8952,821.051,-51.6504,35.0055,777.914,-91.3617,-72.9569,1055.41,-79.753,-111.749,1277.5,40.6204,-5.71347,960.546,251.007,-17.1806,974.211,152.007,19.1941,1194.5,291.555,-123.969,464.594,-20.4536,-130.03,475.112,,,,-24.9778,-81.2834,615.379,320.848,-104.43,840.32,313.578,-61.6609,716.292
21,0,408.779,-25.6989,823.472,448.864,-13.864,746.82,439.62,-87.4834,811.339,222.399,-180.55,1561.89,79.0586,-186.559,1569.57,101.809,10.9445,1614.38,194.703,-1.04911,1594.3,296.421,-127.563,1370.46,141.361,-48.1549,1327.14,-15.1883,-130.045,1384.03,148.225,-166.201,1397.2,392.913,-143.79,1136.31,410.633,-113.189,1048.79,141.786,-203.316,1135.29,107.499,-182.766,1008.93,189.866,-184.793,1004.73,241.781,-222.082,1285.47,252.404,-1.36518,66.0349,283.295,-134.865,114.233,241.034,-187.762,96.462,-7.62165,-136.697,109.371,40.59,-177.011,84.338,42.8524,6.82315,70.2727,-24.2169,14.135,839,-76.2733,-33.8139,821.062,-51.8046,35.1018,777.985,-91.3571,-72.9953,1055.43,-79.7174,-111.888,1277.49,40.5705,-5.89471,960.51,250.993,-17.1088,974.117,151.876,19.2225,1194.49,291.51,-123.939,464.619,-20.5063,-130.097,475.1,,,,-25.035,-81.4012,615.386,320.814,-104.319,840.29,313.521,-61.6229,716.267
22,0,412.171,-25.4834,824.114,452.79,-13.7851,747.545,442.991,-87.42,812.304,222.547,-180.383,1561.85,79.1987,-186.716,1569.6,101.692,10.8759,1614.37,194.614,-0.986713,1594.3,296.431,-127.479,1370.44,141.335,-48.1861,1327.11,-15.141,-130.238,1384.05,148.252,-166.228,1397.2,393.647,-143.569,1136.75,412.134,-113.011,1049.41,141.884,-203.289,1135.26,107.506,-182.759,1008.94,189.917,-184.764,1004.76,241.914,-221.927,1285.39,252.369,-1.34869,66.0443,283.303,-134.881,114.234,241.041,-187.787,96.4835,-7.62671,-136.719,109.377,40.5787,-177.015,84.3238,42.8339,6.82601,70.3086,-24.335,14.2409,839.023,-76.4452,-33.7456,821.104,-52.0078,35.153,778.055,-91.3648,-73.0391,1055.44,-79.5418,-112.603,1277.69,40.4889,-6.00342,960.518,250.245,-17.5247,974.096,151.736,19.2702,1194.48,291.537,-124.037,464.607,-20.5165,-130.164,475.086,,,,-25.0875,-81.4988,615.39,320.758,-104.242,840.298,313.439,-61.5605,716.257
23,0,415.541,-25.3765,824.436,457.015,-13.7612,748.496,446.443,-87.4515,813.074,222.677,-180.145,1561.79,79.2889,-186.845,1569.66,101.582,10.8192,1614.38,194.527,-0.876022,1594.32,296.409,-127.376,1370.4,141.307,-48.2457,1327.09,-15.1163,-130.38,1384.07,148.327,-166.282,1397.22,394.489,-143.401,1137.28,413.803,-112.419,1049.88,141.965,-203.241,1135.23,107.545,-182.788,1008.93,189.933,-184.684,1004.74,242.026,-221.868,1285.35,252.384,-1.3699,66.0327,283.304,-134.853,114.226,241.043,-187.769,96.4714,-7.63159,-136.745,109.378,40.5563,-176.98,84.3139,42.8245,6.81284,70.296,-24.5042,14.345,839.061,-76.573,-33.7074,821.126,-52.2182,35.3041,778.168,-91.3903,-73.1506,1055.45,-79.546,-112.774,1277.7,40.439,-6.11515,960.537,250.162,-17.4147,974.068,151.621,19.3008,1194.5,291.458,-123.965,464.618,-20.5595,-130.225,475.091,,,,-25.1248,-81.5297,615.392,320.708,-104.115,840.25,313.375,-61.5012,716.248
24,0,419.173,-25.2074,825.02,461.097,-13.7311,749.417,449.903,-87.3898,813.936,222.833,-179.967,1561.72,79.4516,-186.943,1569.68,101.494,10.6968,1614.38,194.422,-0.834517,1594.29,296.382,-127.28,1370.39,141.245,-48.2583,1327.09,-15.0792,-130.528,1384.1,148.381,-166.309,1397.21,395.355,-143.126,1137.74,415.142,-112.299,1050.59,142.041,-203.233,1135.24,107.601,-182.846,1008.99,189.976,-184.653,1004.74,242.116,-221.794,1285.29,252.358,-1.36281,66.0589,283.295,-134.867,114.235,241.041,-187.737,96.4528,-7.64316,-136.724,109.36,40.5706,-177.001,84.344,42.8251,6.84538,70.3095,-24.6685,14.4402,839.122,-76.7194,-33.6328,821.184,-52.3894,35.4004,778.289,-91.4344,-73.2424,1055.49,-79.524,-112.937,1277.69,40.3639,-6.20563,960.514,250.098,-17.3162,974.019,151.518,19.37,1194.54,291.5,-124.068,464.609,-20.5832,-130.3,475.082,,,,-25.1888,-81.6441,615.4,320.695,-103.976,840.244,313.315,-61.4362,716.234
25,0,422.571,-24.9407,825.789,465.251,-13.6822,750.349,453.373,-87.1807,815.166,222.962,-179.74,1561.67,79.5523,-186.909,1569.69,101.405,10.6638,1614.4,194.329,-0.789159,1594.32,296.345,-127.187,1370.38,141.193,-48.2913,1327.08,-15.0535,-130.661,1384.11,148.419,-166.331,1397.18,396.253,-142.926,1138.24,416.472,-111.649,1051.29,142.12,-203.221,1135.23,107.644,-182.855,1008.97,190.028,-184.578,1004.75,242.197,-221.766,1285.3,252.376,-1.35321,66.0397,283.31,-134.883,114.236,241.042,-187.811,96.4958,-7.63939,-136.721,109.375,40.5864,-176.995,84.3045,42.8159,6.82004,70.3455,-24.8302,14.481,839.217,-76.8325,-33.5772,821.188,-52.5623,35.5268,778.423,-91.4807,-73.3473,1055.51,-79.5324,-113.12,1277.69,40.2955,-6.35358,960.522,250.041,-17.2316,974.007,151.405,19.353,1194.54,291.55,-124.197,464.601,-20.6058,-130.338,475.091,,,,-25.2184,-81.7052,615.407,320.649,-103.815,840.221,313.244,-61.3708,716.202
26,0,426.059,-24.7711,826.498,469.318,-13.6239,751.441,456.844,-87.0151,816.238,223.064,-179.6,1561.65,79.6241,-187.084,1569.77,101.293,10.5717,1614.41,194.246,-0.648677,1594.32,296.299,-127.126,1370.38,141.138,-48.2967,1327.05,-15.0427,-130.788,1384.11,148.413,-166.368,1397.2,397.104,-142.808,1138.72,418.13,-111.615,1052.02,142.203,-203.219,1135.23,107.688,-182.866,1008.99,190.075,-184.579,1004.75,242.256,-221.696,1285.29,252.37,-1.3522,66.0357,283.324,-134.878,114.209,241.059,-187.797,96.4466,-7.64909,-136.735,109.367,40.5766,-176.99,84.3064,42.8006,6.83407,70.3258,-24.967,14.5737,839.299,-76.9675,-33.4497,821.257,-52.7204,35.6118,778.559,-91.5289,-73.4858,1055.54,-79.7134,-112.844,1277.54,40.2248,-6.42185,960.554,249.967,-17.077,974.015,151.289,19.3555,1194.56,291.295,-123.837,464.643,-20.6121,-130.39,475.099,,,,-25.265,-81.8298,615.439,320.632,-103.684,840.209,313.18,-61.2945,716.209
27,0,429.719,-24.5091,827.258,473.699,-13.4723,752.644,460.483,-86.8169,817.152,223.139,-179.484,1561.62,79.7566,-187.015,1569.69,101.202,10.5101,1614.43,194.157,-0.599427,1594.33,296.273,-127.034,1370.37,141.079,-48.3383,1327.03,-15.0249,-130.962,1384.13,148.495,-166.258,1397.16,397.919,-142.451,1139.23,419.485,-110.873,1052.74,142.281,-203.267,1135.25,107.744,-182.905,1009,190.126,-184.503,1004.74,242.303,-221.674,1285.31,252.37,-1.37187,66.0221,283.316,-134.869,114.224,241.066,-187.784,96.4583,-7.63854,-136.728,109.36,40.5926,-177.011,84.3391,42.8088,6.80529,70.3178,-25.1112,14.707,839.401,-77.0443,-33.375,821.289,-52.8594,35.6801,778.676,-91.5649,-73.5982,1055.57,-79.7257,-113.023,1277.57,40.1507,-6.55404,960.534,249.905,-16.983,974.003,151.182,19.3738,1194.59,291.295,-123.855,464.625,-20.5987,-130.46,475.086,,,,-25.2918,-81.936,615.472,320.621,-103.543,840.195,313.144,-61.1974,716.216
28,0,433.23,-24.0168,828.177,477.969,-13.1841,753.823,463.977,-86.5895,818.329,223.185,-179.359,1561.57,79.8252,-187.172,1569.73,101.099,10.4317,1614.39,194.077,-0.601822,1594.29,296.216,-127.007,1370.37,141.033,-48.3698,1327.03,-15.0339,-131.097,1384.11,148.523,-166.349,1397.16,398.806,-142.216,1139.79,421.237,-110.942,1053.54,142.341,-203.251,1135.25,107.813,-182.866,1008.99,190.201,-184.399,1004.7,242.354,-221.649,1285.33,252.356,-1.37114,66.0241,283.324,-134.873,114.233,241.073,-187.751,96.4591,-7.63639,-136.773,109.362,40.5908,-177,84.3435,42.8065,6.83281,70.3248,-25.2365,14.8241,839.504,-77.1021,-33.331,821.35,-52.9545,35.8255,778.823,-91.6326,-73.7174,1055.62,-79.7216,-113.213,1277.57,40.0923,-6.64858,960.531,249.821,-16.8932,973.994,151.04,19.3507,1194.59,291.288,-123.871,464.625,-20.59,-130.517,475.094,,,,-25.5318,-83.0477,616.272,320.615,-103.411,840.192,313.089,-61.1317,716.2
29,0,436.618,-23.8938,829.017,481.906,-12.815,755.052,467.508,-86.3518,819.534,223.253,-179.337,1561.54,79.8398,-187.295,1569.75,100.986,10.4,1614.41,193.969,-0.525828,1594.28,296.155,-126.921,1370.39,140.976,-48.3794,1327.04,-15.0249,-131.228,1384.14,148.526,-166.349,1397.15,399.79,-141.922,1140.35,422.775,-110.765,1054.34,142.406,-203.247,1135.25,107.848,-182.91,1009,190.259,-184.353,1004.72,242.397,-221.581,1285.3,252.371,-1.35364,66.0232,283.317,-134.858,114.201,241.056,-187.784,96.4378,-7.61849,-136.754,109.381,40.6107,-176.964,84.2918,42.7755,6.86,70.3434,-25.338,14.899,839.575,-77.1471,-33.2732,821.387,-53.0843,35.8586,778.866,-91.6929,-73.8579,1055.65,-79.7015,-113.295,1277.57,40.0579,-6.6675,960.547,249.766,-16.8056,973.973,150.908,19.3385,1194.55,291.294,-123.86,464.629,-20.6066,-130.596,475.105,,,,-25.5454,-83.1376,616.277,320.592,-103.3,840.168,313.046,-61.041,716.179
30,0,440.348,-23.6256,830.067,485.989,-12.5195,756.31,470.923,-86.1229,820.81,223.297,-179.242,1561.5,79.9392,-187.292,1569.77,100.873,10.2965,1614.43,193.854,-0.483669,1594.32,296.072,-126.849,1370.41,140.907,-48.3938,1327.03,-15.021,-131.36,1384.16,148.538,-166.303,1397.14,400.801,-141.809,1141.03,424.216,-110.003,1055.27,142.47,-203.284,1135.28,107.9,-182.91,1009.02,190.306,-184.322,1004.72,242.432,-221.539,1285.26,252.354,-1.3718,66.0127,283.301,-134.865,114.222,241.058,-187.773,96.4157,-7.61483,-136.772,109.39,40.6228,-177.019,84.3624,42.7805,6.82733,70.3336,-25.4456,14.9341,839.699,-77.1879,-33.285,821.451,-53.193,35.9161,778.953,-91.7604,-73.9267,1055.67,-79.7223,-113.416,1277.59,40.0248,-6.69791,960.572,249.685,-16.7091,973.997,150.774,19.4135,1194.57,291.294,-123.868,464.633,-20.57,-130.669,475.094,,,,-25.5479,-83.2074,616.269,320.6,-103.19,840.183,312.995,-60.9519,716.173
31,0,444.011,-22.9402,831.419,490.266,-12.2433,757.85,474.236,-85.7184,821.998,223.31,-179.206,1561.47,79.9484,-187.398,1569.76,100.75,10.2181,1614.48,193.755,-0.476565,1594.31,296.002,-126.798,1370.41,140.856,-48.46,1327,-15.0331,-131.484,1384.17,148.528,-166.367,1397.14,401.684,-141.586,1141.63,425.886,-110.185,1056.05,142.503,-203.367,1135.29,107.944,-182.88,1009.01,190.352,-184.261,1004.71,242.479,-221.5,1285.23,252.366,-1.35425,66.0161,283.313,-134.88,114.21,241.073,-187.821,96.5135,-7.62297,-136.798,109.379,40.6027,-177.06,84.3733,42.7662,6.83633,70.3404,-25.4983,15.0142,839.756,-77.1952,-33.2309,821.529,-53.2796,36.0134,779.068,-91.8133,-73.9893,1055.67,-79.7611,-113.563,1277.6,39.9984,-6.76649,960.579,249.643,-16.6227,974.012,150.637,19.4272,1194.55,291.305,-123.845,464.63,-20.5502,-130.764,475.108,,,,-25.5435,-83.275,616.279,320.6,-103.094,840.181,312.984,-60.8756,716.169
32,0,447.28,-22.5692,832.223,494.125,-11.819,759.227,477.714,-85.1164,823.379,223.322,-179.118,1561.4,80.0103,-187.316,1569.69,100.653,10.107,1614.48,193.646,-0.451993,1594.32,295.936,-126.726,1370.43,140.799,-48.4317,1327.02,-15.0233,-131.569,1384.17,148.547,-166.31,1397.1,402.588,-141.221,1142.21,427.652,-109.788,1056.93,142.559,-203.287,1135.27,107.994,-182.871,1009.02,190.395,-184.191,1004.73,242.547,-221.413,1285.22,252.348,-1.35305,66.0275,283.338,-134.891,114.223,241.088,-187.868,96.5013,-7.59051,-136.786,109.388,40.6522,-177.028,84.3511,42.7666,6.82154,70.3422,-25.5544,15.0898,839.866,-77.2302,-33.1717,821.573,-53.3544,36.0978,779.141,-91.864,-74.0615,1055.71,-79.7706,-113.656,1277.59,39.9658,-6.77112,960.602,249.599,-16.5538,974.055,150.523,19.4062,1194.52,291.316,-123.857,464.607,-20.5264,-130.82,475.121,,,,-25.4044,-82.5287,615.64,320.612,-102.954,840.193,312.964,-60.7864,716.175
33,0,451.227,-21.7571,833.993,498.2,-11.2074,760.664,481.141,-84.9871,824.541,223.35,-179.16,1561.39,79.9998,-187.423,1569.68,100.541,10.0706,1614.53,193.554,-0.416442,1594.36,295.85,-126.652,1370.46,140.735,-48.4264,1326.99,-15.0395,-131.659,1384.19,148.553,-166.324,1397.07,403.533,-141.051,1142.93,428.967,-109.19,1057.94,142.607,-203.265,1135.25,108.03,-182.861,1008.99,190.459,-184.103,1004.68,242.566,-221.315,1285.21,252.379,-1.3642,66.0227,283.334,-134.877,114.213,241.081,-187.819,96.4481,-7.58814,-136.832,109.384,40.6214,-177.006,84.3697,42.7644,6.85659,70.337,-25.619,15.1175,839.918,-77.2675,-33.1409,821.62,-53.4132,36.1622,779.23,-91.9236,-74.1633,1055.74,-79.8077,-113.729,1277.61,39.9445,-6.80995,960.662,249.567,-16.4652,974.082,150.421,19.4062,1194.52,291.323,-123.844,464.608,-20.5082,-130.901,475.116,,,,-25.3971,-82.5463,615.612,320.621,-102.868,840.185,312.923,-60.6793,716.165
34,0,454.76,-21.313,835.077,502.5,-10.8888,762.329,484.273,-84.2305,825.967,223.336,-179.104,1561.32,79.9646,-187.521,1569.62,100.432,9.97545,1614.6,193.442,-0.439679,1594.38,295.754,-126.587,1370.53,140.674,-48.4106,1326.98,-15.0363,-131.698,1384.2,148.533,-166.283,1397.08,404.566,-140.739,1143.65,430.683,-108.751,1058.9,142.656,-203.245,1135.26,108.104,-182.895,1008.96,190.528,-184.097,1004.66,242.561,-221.229,1285.26,252.34,-1.36293,66.0273,283.316,-134.88,114.222,241.075,-187.837,96.4841,-7.59644,-136.826,109.402,40.6624,-177.023,84.3361,42.7644,6.8282,70.3241,-25.6407,15.1622,839.994,-77.3033,-33.0723,821.639,-53.4705,36.2296,779.297,-91.9886,-74.2161,1055.77,-79.8462,-113.769,1277.61,39.9565,-6.86687,960.679,249.549,-16.3656,974.099,150.297,19.3721,1194.47,291.325,-123.784,464.608,-20.4904,-130.935,475.133,,,,-25.4006,-82.6227,615.627,320.645,-102.779,840.192,312.929,-60.6213,716.146
35,0,458.072,-20.9185,836.103,506.502,-10.3033,763.976,488.064,-83.9572,827.503,223.329,-179.119,1561.34,79.9552,-187.577,1569.55,100.292,9.90086,1614.62,193.306,-0.376444,1594.46,295.637,-126.519,1370.58,140.6,-48.356,1326.97,-15.0482,-131.77,1384.21,148.533,-166.28,1397.1,405.657,-140.461,1144.38,432.518,-109.026,1059.88,142.724,-203.237,1135.29,108.125,-182.873,1008.96,190.577,-184.044,1004.63,242.56,-221.136,1285.33,252.349,-1.36638,66.0198,283.331,-134.876,114.196,241.097,-187.809,96.4411,-7.58994,-136.827,109.386,40.6621,-177.053,84.3217,42.7767,6.83778,70.3171,-25.6845,15.1559,840.043,-77.2982,-33.0814,821.689,-53.5142,36.2459,779.372,-92.0335,-74.2866,1055.78,-79.888,-113.82,1277.62,39.9622,-6.90485,960.663,249.51,-16.2574,974.141,150.201,19.4064,1194.47,291.336,-123.775,464.618,-20.4506,-130.996,475.129,,,,-25.4004,-82.6801,615.633,320.639,-102.683,840.192,312.904,-60.5313,716.158
36,0,461.463,-20.3325,837.524,510.497,-9.74365,765.597,491.738,-83.6344,828.988,223.308,-178.998,1561.25,79.9246,-187.568,1569.42,100.144,9.88644,1614.71,193.19,-0.428784,1594.49,295.493,-126.482,1370.67,140.541,-48.313,1326.95,-15.0822,-131.813,1384.22,148.491,-166.188,1397.11,406.699,-140.263,1145.06,434.097,-108.548,1060.86,142.786,-203.229,1135.32,108.196,-182.873,1008.94,190.616,-184.005,1004.61,242.536,-221.017,1285.36,252.352,-1.35665,66.0025,283.34,-134.878,114.212,241.108,-187.839,96.4594,-7.59244,-136.813,109.395,40.6603,-177.043,84.3633,42.7709,6.85405,70.331,-25.732,15.1889,840.106,-77.323,-33.0152,821.732,-53.565,36.2938,779.434,-92.0824,-74.2796,1055.79,-79.9141,-113.857,1277.63,39.9574,-6.95758,960.711,249.511,-16.1801,974.129,150.079,19.3949,1194.44,291.337,-123.755,464.617,-20.4388,-131.016,475.12,,,,-25.3938,-82.6961,615.622,320.659,-102.609,840.201,312.899,-60.4477,716.137
37,0,465.044,-19.8315,838.765,514.435,-9.0774,767.294,495.236,-82.6586,830.484,223.275,-179.004,1561.23,79.9062,-187.732,1569.37,100.009,9.83249,1614.78,193.035,-0.395643,1594.6,295.343,-126.463,1370.76,140.485,-48.2179,1326.97,-15.0875,-131.852,1384.22,148.47,-166.145,1397.1,407.663,-140.19,1145.82,435.64,-107.811,1061.96,142.884,-203.178,1135.33,108.239,-182.872,1008.94,190.706,-183.923,1004.59,242.514,-220.962,1285.39,252.361,-1.35562,66.0127,283.345,-134.869,114.191,241.118,-187.803,96.4585,-7.56999,-136.847,109.402,40.6699,-177.001,84.3654,42.764,6.85135,70.333,-25.7623,15.2324,840.165,-77.3514,-33.0365,821.759,-53.6237,36.3257,779.474,-92.1256,-74.3122,1055.8,-79.9337,-113.916,1277.64,39.9614,-7.00293,960.713,249.478,-16.1477,974.109,149.983,19.3338,1194.39,291.356,-123.728,464.614,-20.3866,-131.053,475.147,,,,-25.381,-82.7055,615.621,320.697,-102.511,840.187,312.871,-60.3543,716.16
38,0,468.595,-19.0646,840.41,518.419,-8.34988,769.07,498.779,-82.4207,831.845,223.242,-179.008,1561.18,79.8549,-187.659,1569.19,99.8438,9.79119,1614.86,192.899,-0.395491,1594.69,295.19,-126.439,1370.89,140.436,-48.199,1326.91,-15.1191,-131.863,1384.24,148.465,-166.088,1397.08,408.623,-140.062,1146.7,437.538,-108.083,1063.02,142.946,-203.155,1135.35,108.332,-182.852,1008.92,190.806,-183.827,1004.57,242.481,-220.896,1285.44,252.35,-1.36083,66.0075,283.345,-134.875,114.189,241.115,-187.847,96.4961,-7.54845,-136.847,109.382,40.6897,-177.013,84.3645,42.7411,6.87163,70.3445,-25.787,15.2334,840.179,-77.4005,-32.9764,821.779,-53.6664,36.3613,779.518,-92.1605,-74.3353,1055.81,-79.9435,-113.943,1277.61,39.958,-7.02077,960.731,249.455,-15.993,974.147,149.866,19.3591,1194.4,291.366,-123.725,464.607,-20.3522,-131.083,475.149,-40.7119,-85.3973,824.925,-25.3589,-82.6616,615.554,320.715,-102.393,840.178,312.893,-60.2612,716.156
39,0,472.256,-18.4582,841.827,522.446,-7.82778,771.006,502.118,-81.6172,833.72,223.174,-178.982,1561.15,79.8007,-187.686,1569.02,99.7326,9.778,1614.97,192.749,-0.322147,1594.82,295.027,-126.438,1371.01,140.391,-48.1756,1326.91,-15.1445,-131.841,1384.23,148.387,-165.99,1397.08,409.72,-140.092,1147.67,439.215,-107.728,1064.19,142.994,-203.106,1135.38,108.404,-182.825,1008.9,190.886,-183.84,1004.59,242.445,-220.807,1285.5,252.327,-1.36227,66.0248,283.347,-134.877,114.194,241.104,-187.753,96.4204,-7.54568,-136.855,109.414,40.6838,-177.016,84.3997,42.7663,6.86277,70.3206,-25.8167,15.2227,840.209,-77.4273,-32.9854,821.776,-53.7257,36.3926,779.535,-92.2019,-74.4051,1055.82,-79.9649,-113.977,1277.58,39.9391,-7.02057,960.749,249.388,-15.872,974.154,149.783,19.3602,1194.37,291.367,-123.723,464.588,-20.2955,-131.144,475.151,-40.7016,-85.4862,824.949,-25.3465,-82.6456,615.492,320.734,-102.238,840.186,312.852,-60.1884,716.155
40,0,475.991,-17.5576,843.85,526.516,-7.01636,772.913,505.39,-81.0386,835.161,223.134,-179.007,1561.08,79.7471,-187.734,1568.9,99.5769,9.73744,1615.1,192.604,-0.335073,1594.92,294.864,-126.444,1371.13,140.335,-48.092,1326.87,-15.1823,-131.84,1384.23,148.335,-165.887,1397.09,410.71,-140.065,1148.51,440.933,-107.572,1065.33,143.035,-203.077,1135.39,108.463,-182.767,1008.87,190.953,-183.767,1004.58,242.374,-220.743,1285.56,252.359,-1.32073,66.0276,283.336,-134.851,114.19,241.08,-187.821,96.4795,-7.54936,-136.846,109.441,40.7122,-177.001,84.3717,42.7479,6.87826,70.3229,-25.8572,15.2289,840.224,-77.4693,-32.9895,821.789,-53.8073,36.402,779.557,-92.2422,-74.4474,1055.82,-79.991,-114.003,1277.59,39.92,-7.04669,960.754,249.33,-15.709,974.141,149.689,19.3617,1194.36,291.39,-123.742,464.613,-20.2525,-131.193,475.135,-39.9086,-86.2976,824.979,-25.3063,-82.644,615.48,320.746,-102.148,840.158,312.841,-60.1057,716.135
41,0,479.525,-16.8271,845.661,530.66,-6.47469,774.887,508.878,-80.3045,836.955,223.047,-178.998,1561,79.6478,-187.708,1568.75,99.4044,9.72419,1615.21,192.471,-0.305855,1595.03,294.67,-126.472,1371.26,140.291,-47.9954,1326.88,-15.2353,-131.766,1384.23,148.277,-165.793,1397.07,411.695,-139.89,1149.18,442.63,-107.431,1066.44,143.076,-203.085,1135.42,108.553,-182.782,1008.89,191.005,-183.752,1004.61,242.312,-220.667,1285.6,252.338,-1.3426,66.03,283.342,-134.86,114.177,241.101,-187.826,96.4809,-7.53367,-136.866,109.44,40.7281,-177.057,84.3938,42.7334,6.90502,70.3752,-25.8943,15.1894,840.187,-77.4713,-33.0253,821.784,-53.8829,36.4329,779.565,-92.2707,-74.4914,1055.82,-80.0313,-114.015,1277.58,39.9026,-7.05189,960.733,249.276,-15.5157,974.153,149.638,19.3568,1194.36,291.402,-123.75,464.609,-20.2102,-131.248,475.158,-39.9034,-86.2818,824.976,-25.3623,-82.7893,615.567,320.751,-102.015,840.167,312.823,-59.9674,716.135
42,0,483,-16.3208,847.026,534.788,-5.62254,777.072,512.056,-79.963,838.853,222.957,-179.059,1560.93,79.5062,-187.799,1568.58,99.2567,9.68149,1615.33,192.343,-0.322307,1595.14,294.485,-126.516,1371.39,140.238,-47.9252,1326.86,-15.2799,-131.727,1384.22,148.214,-165.645,1397.05,412.711,-139.791,1150.04,444.285,-107.106,1067.63,143.101,-203.039,1135.46,108.623,-182.717,1008.85,191.079,-183.755,1004.63,242.219,-220.641,1285.67,252.337,-1.36477,66.0291,283.35,-134.847,114.19,241.087,-187.81,96.4354,-7.52095,-136.862,109.449,40.7342,-177.046,84.4085,42.7454,6.89574,70.322,-25.9243,15.2147,840.183,-77.5284,-33.0149,821.757,-53.9648,36.393,779.519,-92.3255,-74.5686,1055.78,-80.0628,-114.004,1277.54,39.8828,-7.0474,960.749,249.236,-15.3789,974.139,149.601,19.3666,1194.36,291.407,-123.766,464.611,-20.1561,-131.306,475.183,-39.897,-86.3919,824.971,-25.3327,-82.8403,615.59,320.785,-101.878,840.184,312.799,-59.9133,716.114
43,0,486.54,-15.6481,848.83,538.89,-5.01329,779.074,515.737,-79.1764,840.594,222.849,-179.01,1560.8,79.3981,-187.556,1568.33,99.1336,9.74825,1615.48,192.218,-0.341661,1595.27,294.297,-126.508,1371.52,140.218,-47.8691,1326.84,-15.3435,-131.591,1384.19,148.127,-165.568,1397.04,413.704,-139.867,1150.93,445.982,-107.019,1068.83,143.106,-202.993,1135.48,108.705,-182.682,1008.84,191.169,-183.665,1004.58,242.127,-220.589,1285.72,252.359,-1.34909,66.0403,283.357,-134.887,114.178,241.109,-187.819,96.464,-7.47759,-136.923,109.448,40.7469,-177.024,84.3819,42.7368,6.91515,70.3696,-25.9468,15.1376,840.102,-77.5527,-33.0297,821.677,-54.0106,36.3852,779.484,-92.3609,-74.5988,1055.74,-80.1,-114.017,1277.52,39.8441,-7.08648,960.745,249.211,-15.214,974.157,149.594,19.3911,1194.37,291.441,-123.757,464.611,-20.098,-131.352,475.157,-39.8648,-86.3732,824.943,-25.2997,-82.8691,615.538,320.815,-101.738,840.176,312.781,-59.7809,716.109
